id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-22306,medium,The system must require at least four characters be changed between the old and new passwords during a password change.,"To ensure password changes are effective in their goals, the system must ensure old and new passwords have significant differences. Without significant changes, new passwords may be easily guessed based on the value of a previously compromised password.","['IAIA-1', 'IAIA-2']",SV-25953r1_rule,F-27391r1_fix,Consult vendor documentation for the configuration setting that controls the minimum number of changed characters required during a password change. Change the setting to 4.   ,C-30813r1_chk,"Consult vendor documentation for the configuration setting that controls the minimum number of changed characters required during a password change. If the configured number is less than 4, this is a finding.
"
V-766,medium,The system must disable accounts after three consecutive unsuccessful login attempts.,Disabling accounts after a limited number of unsuccessful login attempts improves protection against password guessing attacks.,"['ECLO-1', 'ECLO-2']",SV-766r2_rule,F-24355r1_fix,Configure the system to lock accounts after three unsuccessful login attempts.,C-27998r1_chk,"Attempt to log on with a valid user id and incorrect password three times. If the system does not lock the account, requiring an SA to unlock it, this is a finding."
V-761,medium,All accounts on the system must have unique user or account names.,"A unique user name is the first part of the identification and authentication process. If user names are not unique, there can be no accountability on the system for auditing purposes. Multiple accounts sharing the same name could result in the Denial-of-Service to one or both of the accounts or unauthorized access to files or privileges.
","['IAIA-1', 'IAIA-2']",SV-761r2_rule,F-24342r1_fix,"Change user account names, or delete accounts, so each account has a unique name. ",C-27976r1_chk,"Obtain a list of system accounts and check the list for any duplicate user names. If duplicates user names are found, this is a finding.
"
V-812,medium,System audit logs must be owned by root.,Failure to give ownership of system audit log files to root provides the designated owner and unauthorized users with the potential to access sensitive information.,['ECTP-1'],SV-812r2_rule,F-966r2_fix,"Change the ownership of the audit log file(s).

Procedure:
# chown root <audit log file>",C-554r2_chk,"Check the ownership of the audit log file(s).  
# ls -l <audit log file>
If any audit log file is not owned by root, this is a finding."
V-845,medium,The FTP daemon must be configured for logging or verbose mode.,"Verbose FTP logging allows the examination of events involving FTP account activity, including login/logout events and file transfers.  Without this configuration, logs necessary for troubleshooting or analyzing security incidents will be incomplete.","['ECAR-1', 'ECAR-2', 'ECAR-3']",SV-42193r1_rule,F-35834r1_fix,Configure the FTP daemon to use verbose logging.,C-40599r1_chk,"Determine if the FTP daemon is configured for verbose logging.  If it is not, this is a finding."
V-846,medium,Anonymous FTP must not be active on the system unless authorized.,"Due to the numerous vulnerabilities inherent in anonymous FTP, it is recommended that it not be used. If anonymous FTP must be used on a system, the requirement must be authorized and approved in the system accreditation package.",['ECSC-1'],SV-846r2_rule,F-1000r2_fix,Configure the FTP service to not permit anonymous logins.   ,C-711r2_chk,"Attempt to log into this host with a user name of anonymous and a password of guest (also try the password of guest@mail.com). If the logon is successful, this is a finding.

Procedure:
# ftp localhost
Name: anonymous
530 Guest login not allowed on this machine.
"
V-847,high,"The TFTP daemon must operate in ""secure mode"" which provides access only to a single directory on the host file system.","Secure mode limits TFTP requests to a specific directory.  If TFTP is not running in secure mode, it may be able to write to any file or directory and may seriously impair system integrity, confidentiality, and availability.",['ECSC-1'],SV-847r2_rule,F-1001r2_fix,Configure tftpd to run in secure mode.   ,C-713r2_chk,"Determine if tftpd is running in secure mode. If tftpd is running and not using secure mode, this is a finding."
V-840,medium,The ftpusers file must exist.,"The ftpusers file contains a list of accounts not allowed to use FTP to transfer files. If this file does not exist, then unauthorized accounts can utilize FTP.","['ECCD-1', 'ECCD-2']",SV-840r2_rule,F-994r2_fix,Create an ftpusers file appropriate for the system's FTP service.   ,C-707r2_chk,"Check the system for an ftpusers file. If no ftpusers file appropriate for the system's FTP service exists, this is a finding."
V-841,medium,The ftpusers file must contain account names not allowed to use FTP.,"The ftpusers file contains a list of accounts that are not allowed to use FTP to transfer files. If the file does not contain the names of all accounts not authorized to use FTP, then unauthorized use of FTP may take place.","['ECCD-1', 'ECCD-2']",SV-841r2_rule,F-995r2_fix,Add accounts not allowed to use FTP to the ftpusers file.   ,C-8063r2_chk,"Check the contents of the ftpusers file. If the system has accounts not allowed to use FTP that are not listed in the ftpusers file, this is a finding."
V-929,low,The NFS export configuration file must have mode 0644 or less permissive.,"Excessive permissions on the NFS export configuration file could allow unauthorized modification of the file, which could result in Denial-of-Service to authorized NFS exports and the creation of additional unauthorized exports.","['ECCD-1', 'ECCD-2', 'ECLP-1']",SV-929r2_rule,F-1083r2_fix,"Change the mode of the NFS export configuration file to 0644.
# chmod 0644 <NFS export file>",C-856r2_chk,"Check the ownership of the NFS export configuration file.  If the file has a mode more permissive than 0644, this is a finding."
V-843,medium,The ftpusers file must have mode 0640 or less permissive.,Excessive permissions on the ftpusers file could permit unauthorized modification.  Unauthorized modification could result in Denial-of-Service to authorized FTP users or permit unauthorized users to access the FTP service.,['ECLP-1'],SV-843r2_rule,F-997r2_fix,Change the mode of the ftpusers file to 0640.,C-8064r2_chk,"Check the permissions of the ftpusers file.  If the ftpusers file has a mode more permissive than 0640, this is a finding."
V-926,medium,Any NIS+ server must be operating at security level 2.,"If the NIS+ server is not operating in, at least, security level 2, there is no encryption and the system could be penetrated by intruders and/or malicious users.",['ECSC-1'],SV-926r2_rule,F-25778r1_fix,Configure the NIS+ server to use security level 2.,C-852r2_chk,"If the system is not using NIS+, this is not applicable.

Check the system to determine if NIS+ security level 2 is implemented.

Procedure:
# niscat cred.org_dir 

If the second column does not contain DES, the system is not using NIS+ security level 2, and this is a finding."
V-925,medium,Device files used for backup must only be readable and/or writable by root or the backup user.,System backups could be accidentally or maliciously overwritten and destroy the ability to recover the system if a compromise should occur.  Unauthorized users could also copy system files.,"['ECCD-1', 'ECCD-2']",SV-925r2_rule,F-1079r2_fix,"Use the chmod command to remove the world-writable bit from the backup device files.  

Procedure:
# chmod o-w backdevicefilename

Document all changes.",C-466r2_chk,"Check the system for world-writable device files.

Procedure:
# find / -perm -2 -a \( -type b -o -type c \) -exec ls -ld {} \;

If any device file(s) used for backup are writable by users other than root, this is a finding."
V-924,medium,Device files and directories must only be writable by users with a system account or as configured by the vendor.,"System device files in writable directories could be modified, removed, or used by an unprivileged user to control system hardware.","['ECCD-1', 'ECCD-2', 'ECLP-1']",SV-924r2_rule,F-1078r3_fix,"Remove the world-writable permission from the device file(s).

Procedure:
# chmod o-w <device file>

Document all changes.",C-465r2_chk,"Find all device files existing anywhere on the system.

Procedure:
# find / -type b -print > devicelist
# find / -type c -print >> devicelist

Check the permissions on the directories above subdirectories containing device files.  If any of the device files or their parent directories is world-writable, excepting device files specifically intended to be world-writable, such as /dev/null, this is a finding."
V-923,low,The system must be checked for extraneous device files at least weekly.,"If an unauthorized device is allowed to exist on the system, there is the possibility the system may perform unauthorized operations.","['DCSW-1', 'ECSC-1']",SV-923r2_rule,F-1077r2_fix,"Establish a weekly automated or manual process to create a list of device files on the system and determine if any files have been added, moved, or deleted since the last list was generated.  

Generate a list of device files.
# find / -type b -o -type c > device-file-list",C-464r2_chk,"Check the system for an automated job, or check with the SA, to determine if the system is checked for extraneous device files on a weekly basis. If no automated or manual process is in place, this is a finding.

"
V-922,high,All shell files must have mode 0755 or less permissive.,Shells with world/group-write permissions give the ability to maliciously modify the shell to obtain unauthorized access.,['ECLP-1'],SV-922r2_rule,F-1076r3_fix,"Change the mode of the shell.
# chmod 0755 <shell>",C-8025r2_chk,"If /etc/shells exists, check the group ownership of each shell referenced.
# cat /etc/shells | xargs -n1 ls -lL

Otherwise, check any shells found on the system.
# find / -name ""*sh"" | xargs -n1 ls -lL

If a shell has a mode more permissive than 0755, this is a finding."
V-921,medium,All shell files must be owned by root or bin.,"If shell files are owned by users other than root or bin, they could be modified by intruders or malicious users to perform unauthorized actions.",['ECLP-1'],SV-921r2_rule,F-1075r2_fix,"Change the ownership of the shell with incorrect ownership.
# chown root <shell>",C-8024r2_chk,"Check the ownership of the system shells.
# cat /etc/shells | xargs -n1 ls -lL
If any shell is not owned by root or bin, this is a finding."
V-22429,medium,The portmap or rpcbind service must not be running unless needed.,The portmap and rpcbind services increase the attack surface of the system and should only be used when needed.  The portmap or rpcbind services are used by a variety of services using Remote Procedure Calls (RPCs).,['ECSC-1'],SV-26093r1_rule,F-26280r1_fix,Disable the portmap service.,C-29261r1_chk,"If the portmap service is required for system operations, this is not a finding.  Determine if the portmap service is running.  If so, this is a finding."
V-22543,medium,The IPv6 protocol handler must not be installed unless needed.,IPv6 is the next generation of the Internet protocol.  Binding this protocol to the network stack increases the attack surface of the host.   Unprivileged local processes may be able to cause the kernel to dynamically load a protocol handler by opening a socket using the protocol.,['ECSC-1'],SV-26218r1_rule,F-26330r1_fix,Uninstall the IPv6 protocol handler from the system.,C-29298r1_chk,"If the IPv6 protocol handler is not available as an optional software package for the system, this is not applicable.
If the system uses IPv6, this is not applicable.
If the IPv6 protocol handler is installed, this is a finding."
V-22542,medium,The IPv6 protocol handler must be prevented from dynamic loading unless needed.,IPv6 is the next generation of the Internet protocol.  Binding this protocol to the network stack increases the attack surface of the host.   Unprivileged local processes may be able to cause the system to dynamically load a protocol handler by opening a socket using the protocol.,['ECSC-1'],SV-26217r1_rule,F-26329r1_fix,Configure the system to prevent the dynamic loading of the IPv6 protocol handler.,C-29297r1_chk,"If the system uses IPv6, this is not applicable.
Determine if the IPv6 protocol handler is prevented from dynamic loading.  If it is not, this is a finding."
V-22541,medium,The IPv6 protocol handler must not be bound to the network stack unless needed.,IPv6 is the next version of the Internet protocol.  Binding this protocol to the network stack increases the attack surface of the host.,['ECSC-1'],SV-26216r1_rule,F-26328r1_fix,Unbind the IPv6 protocol handler from the network stack.,C-29296r1_chk,"If the IPv6 protocol handler is bound to the network stack, and the system does not need IPv6, this is a finding."
V-22547,medium,The system must not have IP tunnels configured.,IP tunneling mechanisms can be used to bypass network filtering.,['ECSC-1'],SV-26222r1_rule,F-26335r1_fix,Remove the configuration for any IP tunnels from the system.,C-29303r1_chk,"Determine if any IP tunnels are configured on the system.  If any are found, this is a finding."
V-22546,medium,The system must not have Teredo enabled.,Teredo is an IPv6 transition mechanism involving tunneling IPv6 packets encapsulated in IPv4 packets. Unauthorized tunneling may circumvent network security.,['ECSC-1'],SV-26221r1_rule,F-26334r1_fix,Uninstall the Teredo software from the system.,C-29302r1_chk,"Determine if any software providing Teredo is installed on the system.  If so, this is a finding."
V-22545,medium,The system must not have 6to4 enabled.,6to4 is an IPv6 transition mechanism that involves tunneling IPv6 packets encapsulated in IPv4 packets on an ad-hoc basis.  This is not a preferred transition strategy and increases the attack surface of the system.,['ECSC-1'],SV-26220r1_rule,F-26333r1_fix,Remove the configuration for any 6to4 tunnels on the system.,C-29301r1_chk,"Determine if there are any 6to4 tunnels configured on the system.  If any exist, this is a finding."
V-22544,medium,Proxy Neighbor Discovery Protocol (NDP) must not be enabled on the system.,"Proxy Neighbor Discovery Protocol (NDP) allows a system to respond to NDP requests on one interface on behalf of hosts connected to another interface. If this function is enabled when not required, addressing information may be leaked between the attached network segments.",['ECSC-1'],SV-26219r1_rule,F-26332r1_fix,Disable proxy NDP on the system.,C-29300r1_chk,"If the system does not support proxy NDP, this is not applicable.
Determine if the system has proxy NDP enabled.  If so, this is a finding."
V-12049,medium,Network analysis tools must not be installed.,Network analysis tools allow for the capture of network traffic visible to the system.,['DCPA-1'],SV-12550r2_rule,F-11302r2_fix,"Remove the network analysis tool binary from the system.  Consult vendor documentation for removing packaged software, or remove the binary directly.

Procedure:
# rm <binary>",C-8008r2_chk,"Determine if any network analysis tools are installed.

Procedure:
# find / -name ethereal
# find / -name wireshark
# find / -name tshark
# find / -name netcat
# find / -name tcpdump
# find / -name snoop

If any network analysis tools are found, this is a finding."
V-22549,medium,The DHCP client must not send dynamic DNS updates.,Dynamic DNS updates transmit unencrypted information about a system including its name and address and should not be used unless needed.,['ECSC-1'],SV-26224r1_rule,F-26337r1_fix,Configure the system's DHCP client to not send dynamic DNS updates.,C-29305r1_chk,"Determine if the system's DHCP client is configured to send dynamic DNS updates.  If it is, this is a finding."
V-22548,medium,The DHCP client must be disabled if not needed.,DHCP allows for the unauthenticated configuration of network parameters on the system by exchanging information with a DHCP server.,['ECSC-1'],SV-26223r1_rule,F-26336r1_fix,Disable the system's DHCP client.,C-29304r1_chk,"If the DHCP client is needed by the system, this is not applicable.
Determine if the DHCP client is disabled.  If it is not, this is a finding."
V-22578,low,The system must have USB disabled unless needed.,USB is a common computer peripheral interface. USB devices may include storage devices that could be used to install malicious software on a system or exfiltrate data.,['ECSC-1'],SV-26253r1_rule,F-26146r1_fix,Disable USB on the system. ,C-29139r1_chk,"If the system uses USB, this is not applicable.

Determine if the system has USB enabled. If it does, this is a finding."
V-22424,medium,The inetd.conf and xinetd.conf files must not have extended ACLs.,The Internet service daemon configuration files must be protected as malicious modification could cause Denial-of-Service or increase the attack surface of the system.,['ECLP-1'],SV-26088r1_rule,F-26278r1_fix,Remove the extended ACL from the inetd.conf file.,C-27688r1_chk,"Check the permissions of the inetd configuration file.
# ls -lL /etc/inetd.conf
If the permissions include a ""+"", the file has an extended ACL, this is a finding."
V-22579,low,The system must have USB Mass Storage disabled unless needed.,USB is a common computer peripheral interface.  USB devices may include storage devices that could be used to install malicious software on a system or exfiltrate data.,['ECSC-1'],SV-26254r1_rule,F-26147r1_fix,Disable USB mass storage on the system.,C-29140r1_chk,"If the system uses USB mass storage, this is not applicable.

Determine if the system has USB mass storage enabled. If it does, this is a finding."
V-1059,medium,The /etc/smbpasswd file must have mode 0600 or less permissive.,"If the smbpasswd file has a mode more permissive than 0600, the smbpasswd file may be maliciously accessed or modified, potentially resulting in the compromise of Samba accounts.",['ECLP-1'],SV-1059r2_rule,F-1213r2_fix,"Change the mode of the smbpasswd file to 0600.

Procedure:
# chmod 0600 smbpasswd   ",C-2053r2_chk,"Check smbpasswd mode.

Procedure:
# find / -name smbpasswd
# ls -lL <smbpasswd file>

If smbpasswd has a mode more permissive than 0600, this is a finding.
"
V-1058,medium,The /etc/smbpasswd file must be group-owned by root.,"If the smbpasswd file is not group-owned by root, the smbpasswd file may be maliciously accessed or modified, potentially resulting in the compromise of Samba accounts.",['ECLP-1'],SV-1058r2_rule,F-1212r2_fix,"Use the chgrp command to ensure the group owner of the smbpasswd file is root. 

# chgrp root /etc/smbpasswd.   ",C-2051r2_chk,"Check smbpasswd ownership.

# find / -name smbpasswd
# ls -lL <smbpasswd file>

If smbpasswd is not group-owned by root, this is a finding."
V-22398,medium,"The at.deny file must be group-owned by root, bin, sys, or cron.","If the group owner of the at.deny file is not set to root, bin, sys, or cron, unauthorized users could be allowed to view or edit sensitive information contained within the file.  Unauthorized modification could result in Denial-of-Service to authorized ""at"" users or provide unauthorized users with the ability to run ""at"" jobs.",['ECLP-1'],SV-26051r1_rule,F-26253r1_fix,"Change the group owner of the at.deny file to root, bin, sys, or cron.

Procedure:
# chgrp root at.deny",C-29231r1_chk,"Determine the group owner of the at.deny file.

Procedure:
# ls -lL at.deny

If the group-owner is not root, bin, sys, or cron, this is a finding."
V-22399,low,"The system must be configured to store any process core dumps in a specific, centralized directory.","Specifying a centralized location for core file creation allows for the centralized protection of core files. Process core dumps contain the memory in use by the process when it crashed. Any data the process was handling may be contained in the core file, and it must be protected accordingly. If process core dump creation is not configured to use a centralized directory, core dumps may be created in a directory that does not have appropriate ownership or permissions configured, which could result in unauthorized access to the core dumps.",['ECLP-1'],SV-26052r1_rule,F-26255r1_fix,"Configure the system to create process core dumps only in a specific, centralized location.",C-29234r1_chk,"Determine if the system is configured to create process core dumps in a specific, centralized directory. If not, this is a finding.

"
V-22396,medium,"The ""at"" directory must be group-owned by root, bin, sys, or cron.","If the group of the ""at"" directory is not root, bin, sys, or cron, unauthorized users could be allowed to view or edit files containing sensitive information within the directory.",['ECLP-1'],SV-26568r1_rule,F-23814r1_fix,"Change the group ownership of the file to root, bin, sys, or cron.

Procedure:
# chgrp root /var/spool/cron/atjobs /var/spool/atjobs",C-27615r1_chk,"Check the group ownership of the file.

Procedure:
# ls -lL /var/spool/cron/atjobs /var/spool/atjobs

If the file is not group-owned by root, bin, sys, or cron, this is a finding."
V-22425,medium,The xinetd.d directory must have mode 0755 or less permissive.,The Internet service daemon configuration files must be protected as malicious modification could cause Denial-of-Service or increase the attack surface of the system.,['ECLP-1'],SV-26089r1_rule,F-26900r1_fix,"Change the mode of included xinetd configuration directories to 0755.

Procedure:
# chmod 0755 <directory>",C-30071r1_chk,"Check the xinetd.conf file for any included directories.

Procedure:
# grep includedir /etc/xinetd.conf

If xinetd.conf does not exist, or there are no includedir lines contained within it, this is not applicable.

Check the mode of the included directories.
Procedure:
# ls -lL <directory>

If any of the included directories have a mode more permissive than 0755, this is a finding."
V-22394,medium,"The cron.deny file must be group-owned by root, bin, sys, or cron.",Cron daemon control files restrict the scheduling of automated tasks and must be protected.  Unauthorized modification of the cron.deny file could result in Denial-of-Service to authorized cron users or could provide unauthorized users with the ability to run cron jobs.,['ECLP-1'],SV-26046r1_rule,F-26250r1_fix,"Change the group owner of the cron.deny file to root, sys, bin, or cron.

Procedure:
# chown root /var/adm/cron/cron.deny",C-29229r1_chk,"Determine the cron.deny file's group owner.

Procedure:
# ls -lL cron.deny

If the file is not group-owned by root, bin, sys, or cron, this is a finding."
V-22395,medium,"The ""at"" directory must not have an extended ACL.","If the ""at"" directory has an extended ACL, unauthorized users could be allowed to view or to edit files containing sensitive information within the ""at"" directory. Unauthorized modifications could result in Denial-of-Service to authorized ""at"" jobs.

",['ECLP-1'],SV-26047r1_rule,F-26251r1_fix,"Remove the extended ACL from the ""at"" directory.",C-27614r1_chk,"Check the permissions of the file.
# ls -lLd /var/spool/cron/atjobs /var/spool/atjobs
If the permissions include a ""+"", the file has an extended ACL, this is a finding."
V-22392,medium,The at.deny file must have mode 0600 or less permissive.," The ""at"" daemon control files restrict access to scheduled job manipulation and must be protected. Unauthorized modification of the at.deny file could result in Denial-of-Service to authorized ""at"" users or provide unauthorized users with the ability to run ""at"" jobs.",['ECLP-1'],SV-26043r1_rule,F-26247r1_fix,"Change the mode of the at.deny file to 0600.
# chmod 0600 at.deny",C-29226r1_chk,"Determine the mode of the at.deny file.
# ls -lL at.deny
If the mode of the at.deny file is more permissive than 0600, this is a finding."
V-22393,medium,The at.deny file must not have an extended ACL.,"The ""at"" daemon control files restrict access to scheduled job manipulation and must be protected. Unauthorized modification of the at.deny file could result in Denial-of-Service to authorized ""at"" users or provide unauthorized users with the ability to run ""at"" jobs.",['ECLP-1'],SV-26044r1_rule,F-26249r1_fix,Remove the extended ACL from the at.deny file.,C-29228r1_chk,"Determine if the at.deny file has an extended ACL.
# ls -l at.deny
If the file's permissions contain a '+', the file has an extended ACL, this is a finding."
V-22390,medium,The at.allow file must not have an extended ACL.,"File system extended ACLs provide access to files beyond what is allowed by the mode numbers of the files.  Unauthorized modification of the at.allow file could result in Denial-of-Service to authorized ""at"" users and the granting of the ability to run ""at"" jobs to unauthorized users.",['ECLP-1'],SV-26041r1_rule,F-26242r1_fix,Remove the extended ACL from the at.allow file.,C-29221r1_chk,"Determine if the at.allow file has an extended ACL.  If it does, this is a finding."
V-22391,medium,"The cron.allow file must be group-owned by root, bin, sys, or cron."," If the group of the cron.allow is not set to root, bin, sys, or cron, the possibility exists for an unauthorized user to view or edit the list of users permitted to use cron. Unauthorized modification of this file could cause Denial-of-Service to authorized cron users or provide unauthorized users with the ability to run cron jobs.

",['ECLP-1'],SV-26042r1_rule,F-26244r1_fix,"Change the group owner of the cron.allow file to root, bin, sys, or cron.

Procedure:
# chgrp root cron.allow   ",C-29223r1_chk,"Determine the group owner of the cron.allow file.

Procedure:
# ls -lL cron.allow

If the group owner is not root, bin, sys, or cron, this is a finding.

"
V-11996,low,Process core dumps must be disabled unless needed.,"Process core dumps contain the memory in use by the process when it crashed.  Process core dump files can be of significant size and their use can result in file systems filling to capacity, which may result in denial-of-Service.  Process core dumps can be useful for software debugging.  ","['ECCD-1', 'ECCD-2']",SV-12497r2_rule,F-11257r2_fix,Disable process core dumps on the system.,C-7961r2_chk,"Determine if process core dumps are enabled on the system.  If process core dumps are enabled, this is a finding."
V-11997,low,The kernel core dump data directory must be owned by root.,"Kernel core dumps may contain the full contents of system memory at the time of the crash.  As the system memory may contain sensitive information, it must be protected accordingly. If the kernel core dump data directory is not owned by root, the core dumps contained in the directory may be subject to unauthorized access.",['ECLP-1'],SV-12498r2_rule,F-11258r2_fix,Change the owner of the kernel core dump data directory to root. ,C-7962r2_chk,"Check the ownership of the kernel core dump data directory.  If the kernel core dump data directory is not owned by root, this is a finding."
V-11994,medium,Crontabs must be owned by root or the crontab creator.,"To protect the integrity of scheduled system jobs and prevent malicious modification to these jobs, crontab files must be secured.",['DCSL-1'],SV-12495r2_rule,F-11255r2_fix,"Change the crontab owner to root or the crontab creator.
# chown root <crontab file>",C-28468r1_chk,"List all crontab files on the system.  If any crontab is not owned by root or the creating user, this is a finding."
V-1056,medium,"The /etc/smb.conf file must be group-owned by root, bin, or sys.","If the group owner of the smb.conf file is not root or a system group, the file may be maliciously modified and the Samba configuration could be compromised.",['ECLP-1'],SV-1056r2_rule,F-1210r2_fix,"Change the group owner of the smb.conf file.

Procedure:
# chgrp root smb.conf",C-28772r1_chk,"Check the group ownership of the smb.conf file.

Procedure:
# find / -name /etc/samba/smb.conf
# ls -l <smb.conf file>

If an smb.conf file is not group-owned by root, bin, or sys, this is a finding"
V-11990,medium,All public directories must be group-owned by root or an application group.,"If a public directory has the sticky bit set and is not group-owned by a system GID, unauthorized users may be able to modify files created by others.

The only authorized public directories are those temporary directories supplied with the system or those designed to be temporary file repositories. The setting is normally reserved for directories used by the system and by users for temporary file storage (e.g., /tmp) and for directories requiring global read/write access.",['ECLP-1'],SV-12491r2_rule,F-11251r2_fix,"Change the group ownership of the public directory.

Procedure:
# chgrp root /tmp

(Replace root with a different system group and/or /tmp with a different public directory as necessary.)",C-7955r2_chk,"Check the group ownership of public directories.

Procedure:
# find / -type d -perm -1002 -exec ls -ld {} \;

If any public directory is not group-owned by root, sys, bin, or an application group (such as mail), this is a finding."
V-22420,medium,The system must use a reverse-path filter for IPv4 network traffic when possible.,"Reverse-path filtering provides protection against spoofed source addresses by causing the system to discard packets that have source addresses for which the system has no route or if the route does not point towards the interface on which the packet arrived.  Reverse-path filtering should be used whenever possible.  Depending on the role of the system, reverse-path filtering may cause legitimate traffic to be discarded and, therefore, should be used in a more permissive mode or not at all.  ",['ECSC-1'],SV-26084r1_rule,F-26276r1_fix,"If the system has a reverse-path filter capability, enable this feature in accordance with vendor documentation. If the system does not have this capability, add local firewall rules to block traffic with loopback network source addresses from being received on interfaces other than the loopback. Additionally, if the system is multihomed and the attached networks are isolated or perform symmetric routing, add rules to block traffic with source addresses expected on one interface when received on another interface.

For example, consider a system with two network interfaces, one attached to an isolated management network with address 10.0.0.55/24 and the other attached to a production network with address 192.168.1.2/24 and a default route. Traffic with a source address on the 10.0.0.0/24 network must be the only traffic accepted on the management interface and must not be accepted on the production interface.   ",C-29257r1_chk,"If the system is in an environment that does not allow the proper operation of reverse-path filtering, such as with asymmetric routing, this requirement is not applicable.

Consult vendor documentation to determine if a specific configuration setting exists to enable reverse-path filtering. If this feature exists and is not enabled, this is a finding.

If no specific feature is available, examine the system's local firewall configuration to determine if traffic with source addresses expected on one interface (including loopback interfaces) is blocked when received on another interface. If no such filtering is configured, this is a finding.
"
V-11999,medium,The system must implement non-executable program stacks.,"A common type of exploit is the stack buffer overflow. An application receives, from an attacker, more data than it is prepared for and stores this information on its stack, writing beyond the space reserved for it. This can be designed to cause execution of the data written on the stack. One mechanism to mitigate this vulnerability is for the system to not allow the execution of instructions in sections of memory identified as part of the stack.","['ECCD-1', 'ECCD-2', 'ECSC-1']",SV-12500r2_rule,F-11259r2_fix,Enable non-executable program stacks on the system.,C-7963r2_chk,"Determine if the system implements non-executable program stacks.  If the system does not implement non-executable program stacks, this is a finding."
V-22572,medium,"If the system is using LDAP for authentication or account information, the LDAP TLS key file must be group-owned by root, bin, sys, or system.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26247r1_rule,F-27123r1_fix,"Change the group owner of the LDAP client key file.

Procedure:
# chgrp root <key file> ",C-30359r1_chk,"Check the system documentation to determine the location of the LDAP client certificate key file. Check the group owner of this file.

Procedure:
# ls -lL <key file>

If the file is not owned by root, bin, sys, or system, this is a finding."
V-22422,low,All local file systems must employ journaling or another mechanism ensuring file system consistency.,"File system journaling, or logging, can allow reconstruction of file system data after a system crash, thus preserving the integrity of data that may have otherwise been lost.  Journaling file systems typically do not require consistency checks upon booting after a crash, which can improve system availability.  Some file systems employ other mechanisms to ensure consistency which also satisfy this requirement.",['ECSC-1'],SV-26086r1_rule,F-23880r1_fix,Convert local file systems to use journaling or another mechanism ensuring file system consistency.,C-29259r1_chk,"Determine if the local file systems employ journaling or another mechanism ensuring file system consistency.  If any do not, this is a finding."
V-825,low,Global initialization files must contain the mesg -n or mesg n commands.,"If the mesg -n or mesg n command is not placed into the system profile, messaging can be used to cause a Denial-of-Service attack.",['ECSC-1'],SV-825r2_rule,F-979r2_fix,Edit /etc/profile or another global initialization script and add the mesg -n command.,C-603r3_chk,"Check global initialization files for the presence of mesg -n or mesg n.

Procedure:
# grep ""mesg"" /etc/.login /etc/profile /etc/bashrc /etc/environment /etc/security/environ
 
If no global initialization files contain mesg -n or mesg n, this is a finding."
V-22423,medium,"The inetd.conf file, xinetd.conf file, and the xinetd.d directory must be group-owned by root, bin, sys, or system.",Failure to give ownership of sensitive files or utilities to system groups may provide unauthorized users with the potential to access sensitive information or change the system configuration which could weaken the system's security posture.,['ECLP-1'],SV-26650r1_rule,F-23891r1_fix,"Change the group ownership of the inetd configuration file.
Procedure:
# chgrp root /etc/inetd.conf",C-27683r1_chk,"Check the group ownership of the inetd and xinetd configuration files, and xinetd directory.

Procedure:
# ls -alL /etc/inetd.conf /etc/xinetd.conf /etc/xinetd.d

If a file or directory is not group-owned by root, bin, sys, or system, this is a finding."
V-22570,medium,"If the system is using LDAP for authentication or account information, the LDAP TLS certificate file must not have an extended ACL.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26957r1_rule,F-24219r1_fix,Remove the extended ACL from the certificate file.,C-27904r1_chk,"Determine the certificate file.
# grep -i '^tls_cacert' /etc/ldap.conf
Check the permissions.
# ls -lL <certpath>
If the permissions of the file contains a ""+"", an extended ACL is present, this is a finding."
V-22571,medium,"If the system is using LDAP for authentication or account information, the LDAP TLS key file must be owned by root.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26958r1_rule,F-24220r1_fix,"Change the ownership of the file.
# chown root <key file>   
",C-27905r1_chk,"Determine the key file.
# grep -i '^tls_key' /etc/ldap.conf
Check the ownership.
# ls -lL <keypath>
If the owner of the file is not root, this is a finding."
V-22337,medium,The /etc/group file must have mode 0644 or less permissive.,The /etc/group file is critical to system security and must be protected from unauthorized modification.  The group file contains a list of system groups and associated information.,['ECLP-1'],SV-26433r1_rule,F-23623r1_fix,"Change the mode of the /etc/group file to 0644 or less permissive.
# chmod 0644 /etc/group",C-27509r1_chk,"Check the mode of the /etc/group file.

Procedure:
# ls -l /etc/group
If the file mode is more permissive than 0644, this is a finding."
